INDEX PR_0 PR_1 PR_2
chr4_88757545_88757911_MACS_peak_13605 0.7857 0.1071 0.1071
chr4_88757612_88757902_MACS_peak_23196 0.7857 0.1071 0.1071
chr4_88760535_88760781_MACS_peak_23197 0.8393 0.0179 0.1429
chr4_88805933_88806133_MACS_peak_23198 0.9286 0.0179 0.0536
chr4_88864545_88865349_MACS_peak_23200 0.6429 0.0357 0.3214
chr4_88867475_88867685_MACS_peak_23201 0.8929 0.0536 0.0536
chr4_88868137_88868349_MACS_peak_13606 0.9821 0.0179 0.0000
chr4_88982402_88982790_MACS_peak_23205 0.8214 0.0536 0.1250
chr4_89044059_89044437_MACS_peak_23207 0.7857 0.0000 0.2143
chr4_8906825_8907025_MACS_peak_22490 0.9286 0.0000 0.0714
chr4_89129457_89129657_MACS_peak_23208 0.9464 0.0000 0.0536
chr4_89137349_89137645_MACS_peak_13609 0.9464 0.0357 0.0179
chr4_89137397_89137719_MACS_peak_23209 0.9464 0.0357 0.0179
chr4_89137762_89138116_MACS_peak_13610 1.0000 0.0000 0.0000
chr4_89145450_89145774_MACS_peak_23210 0.9286 0.0179 0.0536
chr4_8919373_8919785_MACS_peak_22491 0.8393 0.0179 0.1429
chr4_8926709_8926930_MACS_peak_13187 0.9464 0.0357 0.0179
chr4_8926742_8926969_MACS_peak_22492 0.9464 0.0179 0.0357
chr4_89275002_89275202_MACS_peak_23213 0.7321 0.2143 0.0536
chr4_89294805_89295005_MACS_peak_23214 0.9107 0.0357 0.0536
chr4_89524692_89524892_MACS_peak_23215 0.9643 0.0000 0.0357
chr4_89688276_89688598_MACS_peak_23216 0.9464 0.0000 0.0536
chr4_9015785_9015985_MACS_peak_22493 0.9107 0.0536 0.0357
chr4_9066391_9066832_MACS_peak_22494 0.7321 0.0714 0.1964
chr4_9135821_9136145_MACS_peak_22496 0.8393 0.0714 0.0893
chr4_92578516_92578716_MACS_peak_13613 1.0000 0.0000 0.0000
chr4_93020660_93020860_MACS_peak_23218 0.9821 0.0000 0.0179
chr4_93334595_93335057_MACS_peak_23219 0.5536 0.1607 0.2857
chr4_93335488_93335688_MACS_peak_13616 0.7143 0.1786 0.1071
chr4_93344504_93344704_MACS_peak_23221 0.9286 0.0179 0.0536
chr4_94082814_94083014_MACS_peak_23225 0.2500 0.3571 0.3929
chr4_94556743_94556943_MACS_peak_13620 0.7857 0.1429 0.0714
chr4_94602828_94603473_MACS_peak_23227 0.6786 0.0536 0.2679
chr4_94603071_94603650_MACS_peak_13621 0.6964 0.0714 0.2321
chr4_94614339_94614752_MACS_peak_13622 1.0000 0.0000 0.0000
chr4_94861498_94861699_MACS_peak_23230 0.6429 0.3036 0.0536
chr4_94873701_94873908_MACS_peak_23231 0.6607 0.2679 0.0714
chr4_94952796_94953152_MACS_peak_23232 0.9286 0.0179 0.0536
chr4_95009864_95010064_MACS_peak_23234 0.9643 0.0000 0.0357
chr4_95081316_95081516_MACS_peak_23237 0.9821 0.0000 0.0179
chr4_95106006_95106351_MACS_peak_23238 0.7857 0.0357 0.1786
chr4_95106494_95106706_MACS_peak_13625 0.9286 0.0536 0.0179
chr4_95148786_95148986_MACS_peak_23239 0.9464 0.0000 0.0536
chr4_95156882_95157082_MACS_peak_23240 0.8036 0.0893 0.1071
chr4_95161070_95161565_MACS_peak_23241 0.6964 0.1071 0.1964
chr4_95161278_95161660_MACS_peak_13626 0.7321 0.1250 0.1429
chr4_95185782_95186236_MACS_peak_23243 0.9286 0.0714 0.0000
chr4_95236251_95236451_MACS_peak_23245 0.7500 0.2500 0.0000
chr4_95308801_95309002_MACS_peak_23246 0.8929 0.1071 0.0000
chr4_95354206_95354406_MACS_peak_13627 0.9643 0.0179 0.0179
chr4_95466726_95467061_MACS_peak_23247 0.8929 0.0179 0.0893
chr4_95466873_95467073_MACS_peak_13628 0.9286 0.0179 0.0536
chr4_95467339_95467539_MACS_peak_23248 0.9464 0.0179 0.0357
chr4_95557407_95557607_MACS_peak_13629 0.9821 0.0179 0.0000
chr4_95637717_95637924_MACS_peak_13630 0.8750 0.1250 0.0000
chr4_95637717_95637924_MACS_peak_23249 0.8750 0.1250 0.0000
chr4_95966209_95966414_MACS_peak_23252 0.9107 0.0536 0.0357
chr4_95966997_95967515_MACS_peak_13632 0.9464 0.0357 0.0179
chr4_95967335_95967674_MACS_peak_23253 0.9464 0.0357 0.0179
chr4_9617863_9618063_MACS_peak_22497 0.9286 0.0357 0.0357
chr4_9668951_9669334_MACS_peak_13189 0.4464 0.1429 0.4107
chr4_9675450_9675674_MACS_peak_22500 0.8750 0.0179 0.1071
chr4_97619055_97619255_MACS_peak_13633 1.0000 0.0000 0.0000
chr4_9770611_9770866_MACS_peak_13190 0.7500 0.1071 0.1429
chr4_9770617_9771178_MACS_peak_22504 0.6429 0.1607 0.1964
chr4_97745914_97746114_MACS_peak_13635 1.0000 0.0000 0.0000
chr4_97751110_97751517_MACS_peak_13636 0.9821 0.0179 0.0000
chr4_97772232_97772521_MACS_peak_13637 1.0000 0.0000 0.0000
chr4_98091318_98091663_MACS_peak_13641 1.0000 0.0000 0.0000
chr4_98113747_98114027_MACS_peak_13642 1.0000 0.0000 0.0000
chr4_98244034_98244260_MACS_peak_13645 1.0000 0.0000 0.0000
chr4_98321992_98322259_MACS_peak_13646 0.9286 0.0536 0.0179
chr4_98322026_98322275_MACS_peak_23257 0.9286 0.0536 0.0179
chr4_98322352_98322567_MACS_peak_13647 0.9286 0.0536 0.0179
chr4_98395745_98396236_MACS_peak_13649 0.9286 0.0714 0.0000
chr4_98436759_98437126_MACS_peak_23258 0.8393 0.0714 0.0893
chr4_98436832_98437088_MACS_peak_13651 0.8393 0.0893 0.0714
chr4_98465587_98465787_MACS_peak_23259 0.8929 0.0357 0.0714
chr4_98545524_98545724_MACS_peak_13652 1.0000 0.0000 0.0000
chr4_9859784_9860108_MACS_peak_22507 0.9286 0.0357 0.0357
chr4_99000682_99000883_MACS_peak_23262 0.6607 0.2500 0.0893
chr4_99113827_99114033_MACS_peak_23263 0.1429 0.0893 0.7679
chr4_99120866_99121213_MACS_peak_23264 0.1786 0.3036 0.5179
chr4_99193877_99194098_MACS_peak_13656 0.8929 0.0357 0.0714
chr4_99656697_99657109_MACS_peak_23267 0.9107 0.0179 0.0714
chr4_99715341_99715828_MACS_peak_23268 0.7143 0.0536 0.2321
chr4_99715560_99715905_MACS_peak_13658 0.7500 0.0536 0.1964
chr4_99829051_99829678_MACS_peak_23269 0.7857 0.0000 0.2143
chr4_99929249_99930442_MACS_peak_23270 0.4464 0.0357 0.5179
chr4_99929363_99929775_MACS_peak_13659 0.7500 0.0893 0.1607
chr4_99929829_99930029_MACS_peak_13660 0.7500 0.1429 0.1071
chr5_100032777_100033109_MACS_peak_25662 0.8036 0.0357 0.1607
chr5_100038646_100039265_MACS_peak_25663 0.4464 0.0893 0.4643
chr5_100038956_100039292_MACS_peak_14999 0.5536 0.1071 0.3393
chr5_100039499_100040241_MACS_peak_15000 0.5179 0.1250 0.3571
chr5_100039603_100040124_MACS_peak_25664 0.5714 0.0714 0.3571
chr5_100158606_100158806_MACS_peak_25665 0.9821 0.0000 0.0179
chr5_100239726_100239984_MACS_peak_25666 0.8571 0.0536 0.0893
chr5_100245677_100245921_MACS_peak_25667 0.9643 0.0179 0.0179
chr5_100358496_100358734_MACS_peak_15001 1.0000 0.0000 0.0000
chr5_100373962_100374250_MACS_peak_25669 0.9107 0.0000 0.0893
chr5_100415955_100416674_MACS_peak_25670 0.4107 0.0179 0.5714
chr5_100416127_100416577_MACS_peak_15002 0.4107 0.0714 0.5179
chr5_100429097_100429977_MACS_peak_25671 0.4107 0.0179 0.5714
chr5_100429320_100429786_MACS_peak_15003 0.4286 0.1071 0.4643
chr5_100466664_100467014_MACS_peak_25672 0.7143 0.0714 0.2143
chr5_100498318_100498649_MACS_peak_25674 0.7321 0.0893 0.1786
chr5_100499883_100500229_MACS_peak_25675 0.7143 0.0536 0.2321
chr5_100518103_100518623_MACS_peak_25677 0.5179 0.0536 0.4286
chr5_100518178_100518663_MACS_peak_15005 0.5179 0.0536 0.4286
chr5_100560159_100560413_MACS_peak_25680 0.9464 0.0000 0.0536
chr5_100601968_100602206_MACS_peak_25682 0.7679 0.0000 0.2321
chr5_100643329_100643622_MACS_peak_15006 1.0000 0.0000 0.0000
chr5_100644211_100644536_MACS_peak_15007 1.0000 0.0000 0.0000
chr5_100674038_100674238_MACS_peak_15008 0.8393 0.0893 0.0714
chr5_100675001_100675201_MACS_peak_25685 0.8393 0.0714 0.0893
chr5_100719414_100719614_MACS_peak_15009 0.9821 0.0179 0.0000
chr5_100751813_100752053_MACS_peak_15010 1.0000 0.0000 0.0000
chr5_100798519_100798947_MACS_peak_25686 0.7500 0.0714 0.1786
chr5_100798533_100798771_MACS_peak_15011 0.7679 0.0714 0.1607
chr5_100820639_100821098_MACS_peak_15012 0.7500 0.0714 0.1786
chr5_100820706_100821148_MACS_peak_25687 0.7679 0.0536 0.1786
chr5_100861808_100862107_MACS_peak_25689 0.9643 0.0000 0.0357
chr5_100916543_100916778_MACS_peak_25693 0.9643 0.0000 0.0357
chr5_101816921_101817376_MACS_peak_25698 0.7321 0.0536 0.2143
chr5_101829253_101829457_MACS_peak_25699 0.4821 0.3393 0.1786
chr5_101968669_101968986_MACS_peak_25701 0.8036 0.0714 0.1250
chr5_102045084_102045575_MACS_peak_25702 0.8036 0.0357 0.1607
chr5_102481266_102481855_MACS_peak_15018 0.9643 0.0179 0.0179
chr5_102491566_102491798_MACS_peak_25706 0.9464 0.0000 0.0536
chr5_102502603_102502818_MACS_peak_25708 0.8571 0.0714 0.0714
chr5_102550958_102551158_MACS_peak_25709 0.9464 0.0179 0.0357
chr5_102629438_102629775_MACS_peak_25710 0.8750 0.0000 0.1250
chr5_102636480_102636682_MACS_peak_25711 0.8929 0.0179 0.0893
chr5_102643934_102644210_MACS_peak_25712 0.8393 0.0179 0.1429
chr5_102777923_102778160_MACS_peak_25713 0.9286 0.0000 0.0714
chr5_102897272_102897472_MACS_peak_25714 0.9643 0.0000 0.0357
chr5_103211500_103211707_MACS_peak_25715 0.5536 0.3214 0.1250
chr5_103211508_103211708_MACS_peak_15019 0.5536 0.3214 0.1250
chr5_103655387_103655713_MACS_peak_15021 0.9464 0.0357 0.0179
chr5_103692130_103692611_MACS_peak_25721 0.7143 0.0714 0.2143
chr5_103692236_103692477_MACS_peak_15022 0.7679 0.0536 0.1786
chr5_103719927_103720211_MACS_peak_25724 0.7500 0.0179 0.2321
chr5_103746690_103747109_MACS_peak_15024 0.7143 0.0536 0.2321
chr5_103746710_103747236_MACS_peak_25726 0.7143 0.0536 0.2321
chr5_103753757_103754446_MACS_peak_25727 0.5893 0.1250 0.2857
chr5_103753762_103754305_MACS_peak_15025 0.6429 0.0893 0.2679
chr5_103760320_103760860_MACS_peak_15027 0.8929 0.0357 0.0714
chr5_103760991_103761199_MACS_peak_25728 0.7857 0.0714 0.1429
chr5_103762492_103763132_MACS_peak_25729 0.5893 0.0357 0.3750
chr5_103817839_103818039_MACS_peak_25731 0.8750 0.0536 0.0714
chr5_103896694_103896894_MACS_peak_25732 0.9643 0.0179 0.0179
chr5_103927429_103927811_MACS_peak_25734 0.8929 0.0179 0.0893
chr5_103927534_103927837_MACS_peak_15030 0.8929 0.0179 0.0893
chr5_103972677_103972881_MACS_peak_25736 0.8571 0.1429 0.0000
chr5_104007854_104008199_MACS_peak_15031 0.9643 0.0357 0.0000
chr5_104021779_104022160_MACS_peak_25738 0.7500 0.0536 0.1964
chr5_104046454_104047024_MACS_peak_15032 0.5179 0.0536 0.4286
chr5_104046553_104047216_MACS_peak_25741 0.5000 0.0893 0.4107
chr5_104212178_104212380_MACS_peak_25746 0.5536 0.3214 0.1250
chr5_104355667_104355872_MACS_peak_25747 0.8036 0.1786 0.0179
chr5_104434916_104435133_MACS_peak_25748 0.8750 0.0714 0.0536
chr5_104459652_104459852_MACS_peak_25749 0.9643 0.0357 0.0000
chr5_104979409_104979609_MACS_peak_15036 1.0000 0.0000 0.0000
chr5_104982649_104982999_MACS_peak_15037 0.9643 0.0000 0.0357
chr5_105114794_105114994_MACS_peak_25752 0.9464 0.0179 0.0357
chr5_105136807_105137050_MACS_peak_25753 0.8393 0.0357 0.1250
chr5_105201165_105201365_MACS_peak_25756 0.9286 0.0357 0.0357
chr5_105343744_105344151_MACS_peak_25758 0.8750 0.0357 0.0893
chr5_105346166_105346366_MACS_peak_15041 1.0000 0.0000 0.0000
chr5_105435432_105435800_MACS_peak_25762 0.8393 0.0179 0.1429
chr5_105443365_105443727_MACS_peak_15043 0.8214 0.1071 0.0714
chr5_105498641_105498841_MACS_peak_15045 0.9821 0.0179 0.0000
chr5_105595670_105595870_MACS_peak_25768 0.9464 0.0357 0.0179
chr5_105636806_105637064_MACS_peak_25770 0.9643 0.0000 0.0357
chr5_105642584_105642917_MACS_peak_25771 0.7143 0.1250 0.1607
chr5_105642692_105642893_MACS_peak_15049 0.8393 0.0357 0.1250
chr5_105648712_105649213_MACS_peak_15050 0.8036 0.0714 0.1250
chr5_105699661_105699930_MACS_peak_15052 0.6607 0.1429 0.1964
chr5_105700545_105700944_MACS_peak_15053 0.6071 0.1071 0.2857
chr5_105706711_105706919_MACS_peak_25776 0.8750 0.0179 0.1071
chr5_105732185_105732416_MACS_peak_15054 0.9821 0.0179 0.0000
chr5_105807233_105807433_MACS_peak_15055 1.0000 0.0000 0.0000
chr5_105849322_105849773_MACS_peak_15056 0.9821 0.0000 0.0179
chr5_105868673_105868990_MACS_peak_25780 0.9286 0.0357 0.0357
chr5_105987025_105987225_MACS_peak_25786 0.9643 0.0000 0.0357
chr5_106191196_106191498_MACS_peak_25787 0.9464 0.0000 0.0536
chr5_106470868_106471088_MACS_peak_25791 0.9643 0.0000 0.0357
chr5_106574471_106574982_MACS_peak_15063 0.9821 0.0179 0.0000
chr5_106649639_106649839_MACS_peak_25794 0.9286 0.0536 0.0179
chr5_106676915_106677182_MACS_peak_15064 0.9643 0.0179 0.0179
chr5_106679687_106679939_MACS_peak_25795 0.9107 0.0179 0.0714
chr5_106696562_106697031_MACS_peak_15066 0.5179 0.1071 0.3750
chr5_106802512_106802723_MACS_peak_25798 0.8929 0.0536 0.0536
chr5_106963934_106964134_MACS_peak_25801 0.9107 0.0893 0.0000
chr5_106964235_106964494_MACS_peak_15069 0.7143 0.1607 0.1250
chr5_106964235_106964679_MACS_peak_25802 0.6786 0.0179 0.3036
chr5_107015840_107016040_MACS_peak_25803 0.9464 0.0000 0.0536
chr5_107202151_107202453_MACS_peak_15070 1.0000 0.0000 0.0000
chr5_107288486_107288818_MACS_peak_15073 1.0000 0.0000 0.0000
chr5_107288990_107289488_MACS_peak_15074 0.9643 0.0357 0.0000
chr5_107359493_107359705_MACS_peak_15076 1.0000 0.0000 0.0000
chr5_107372927_107373137_MACS_peak_15077 0.9643 0.0179 0.0179
chr5_107437716_107438330_MACS_peak_25808 0.7143 0.0714 0.2143
chr5_107437828_107438344_MACS_peak_15079 0.7500 0.0536 0.1964
chr5_107687958_107688270_MACS_peak_15082 1.0000 0.0000 0.0000
chr5_107698938_107699410_MACS_peak_25812 0.7679 0.0357 0.1964
chr5_107703464_107703720_MACS_peak_15084 0.9643 0.0357 0.0000
chr5_107708108_107708308_MACS_peak_25813 0.9107 0.0179 0.0714
chr5_107717713_107718401_MACS_peak_15085 0.9821 0.0000 0.0179
chr5_107724937_107725137_MACS_peak_15086 0.9643 0.0000 0.0357
chr5_107725469_107725719_MACS_peak_15087 0.8571 0.0893 0.0536
chr5_107749616_107749938_MACS_peak_25815 0.8571 0.0536 0.0893
chr5_107869036_107869307_MACS_peak_15091 0.8571 0.0536 0.0893
chr5_107869070_107869270_MACS_peak_25818 0.8571 0.0536 0.0893
chr5_107900509_107900792_MACS_peak_25821 0.7679 0.1786 0.0536
chr5_107922967_107923279_MACS_peak_25822 0.8750 0.0000 0.1250
chr5_107946422_107946682_MACS_peak_25823 0.9107 0.0357 0.0536
chr5_107987161_107987491_MACS_peak_15096 0.7857 0.0893 0.1250
chr5_108065375_108066070_MACS_peak_25827 0.5357 0.0536 0.4107
chr5_108065578_108065905_MACS_peak_15097 0.6429 0.0714 0.2857
chr5_108131888_108132992_MACS_peak_25829 0.3036 0.0000 0.6964
chr5_108132184_108132991_MACS_peak_15098 0.3571 0.0179 0.6250
chr5_108268469_108269244_MACS_peak_25830 0.6786 0.0357 0.2857
chr5_108268502_108269077_MACS_peak_15099 0.7143 0.0714 0.2143
chr5_108312372_108312950_MACS_peak_25831 0.7143 0.0536 0.2321
chr5_108312628_108312952_MACS_peak_15100 0.7857 0.0714 0.1429
chr5_108433948_108434158_MACS_peak_25838 0.9107 0.0536 0.0357
chr5_108434039_108434697_MACS_peak_15102 0.7679 0.1250 0.1071
chr5_108434253_108434545_MACS_peak_25839 0.7857 0.1429 0.0714
chr5_108629463_108630099_MACS_peak_25842 0.5536 0.0714 0.3750
chr5_108629588_108629948_MACS_peak_15104 0.5893 0.0536 0.3571
chr5_108636314_108636514_MACS_peak_25843 0.9107 0.0357 0.0536
chr5_108640739_108640939_MACS_peak_25844 0.0357 0.1607 0.8036
chr5_108660369_108660962_MACS_peak_25845 0.6429 0.0714 0.2857
chr5_108660701_108660994_MACS_peak_15105 0.6607 0.1071 0.2321
chr5_108668906_108669627_MACS_peak_25846 0.5714 0.0179 0.4107
chr5_108669075_108669464_MACS_peak_15106 0.6071 0.1250 0.2679
chr5_108978194_108978410_MACS_peak_25849 0.9643 0.0000 0.0357
chr5_109506576_109506776_MACS_peak_25851 0.9464 0.0357 0.0179
chr5_109548683_109548975_MACS_peak_25852 0.8393 0.0357 0.1250
chr5_109556917_109557514_MACS_peak_25853 0.5536 0.0714 0.3750
chr5_109557416_109558665_MACS_peak_15108 0.2679 0.0714 0.6607
chr5_109557627_109558753_MACS_peak_25854 0.2857 0.0893 0.6250
chr5_109599032_109599239_MACS_peak_25856 0.3393 0.2679 0.3929
chr5_109690613_109691286_MACS_peak_25857 0.5357 0.0893 0.3750
chr5_109690707_109691149_MACS_peak_15109 0.5536 0.1250 0.3214
chr5_109751485_109752109_MACS_peak_15110 0.6786 0.1071 0.2143
chr5_109751688_109752188_MACS_peak_25858 0.6786 0.1071 0.2143
chr5_109796169_109796533_MACS_peak_15111 0.6786 0.0714 0.2500
chr5_109796216_109796696_MACS_peak_25859 0.6250 0.0536 0.3214
chr5_109844997_109845312_MACS_peak_15112 0.9643 0.0357 0.0000
chr5_109866384_109866916_MACS_peak_25860 0.6071 0.0536 0.3393
chr5_109866424_109866910_MACS_peak_15113 0.6250 0.0536 0.3214
chr5_109923175_109923765_MACS_peak_25861 0.6250 0.0714 0.3036
chr5_109923454_109923778_MACS_peak_15114 0.6786 0.1429 0.1786
chr5_109996175_109996428_MACS_peak_15116 0.7143 0.1786 0.1071
chr5_109996238_109996667_MACS_peak_25862 0.6250 0.0179 0.3571
chr5_109996469_109996679_MACS_peak_15117 0.6429 0.0893 0.2679
chr5_110057734_110057934_MACS_peak_15118 0.8393 0.1250 0.0357
chr5_110057985_110058370_MACS_peak_25864 0.7143 0.0179 0.2679
chr5_110058072_110058338_MACS_peak_15119 0.7321 0.0179 0.2500
chr5_110094387_110094839_MACS_peak_15120 0.5893 0.0357 0.3750
chr5_110101240_110101440_MACS_peak_15121 1.0000 0.0000 0.0000
chr5_110107655_110108417_MACS_peak_25867 0.5000 0.0536 0.4464
chr5_110107714_110108153_MACS_peak_15122 0.5714 0.0893 0.3393
chr5_110109955_110110230_MACS_peak_15123 0.7143 0.0536 0.2321
chr5_110109979_110110256_MACS_peak_25868 0.6250 0.0357 0.3393
chr5_110129098_110129525_MACS_peak_25869 0.8929 0.0714 0.0357
chr5_110135608_110136259_MACS_peak_25870 0.5714 0.0893 0.3393
chr5_110135622_110136080_MACS_peak_15124 0.5893 0.1071 0.3036
chr5_110176340_110176756_MACS_peak_15125 0.8750 0.0536 0.0714
chr5_110176544_110177098_MACS_peak_25871 0.7679 0.0536 0.1786
chr5_110176856_110177102_MACS_peak_15126 0.8393 0.0357 0.1250
chr5_110362991_110363245_MACS_peak_25876 0.9643 0.0000 0.0357
chr5_110363111_110363518_MACS_peak_15130 0.9464 0.0179 0.0357
chr5_110376824_110377138_MACS_peak_25877 0.9107 0.0179 0.0714
chr5_110387051_110387298_MACS_peak_25878 0.9464 0.0000 0.0536
chr5_110448325_110449041_MACS_peak_15131 0.5000 0.0536 0.4464
chr5_110479233_110479561_MACS_peak_25880 0.8750 0.0179 0.1071
chr5_110494751_110495115_MACS_peak_15132 0.9821 0.0179 0.0000
chr5_110531547_110531899_MACS_peak_25882 0.9286 0.0179 0.0536
chr5_110544524_110544724_MACS_peak_15133 1.0000 0.0000 0.0000
chr5_110583074_110583492_MACS_peak_25883 0.8214 0.0000 0.1786
chr5_110590011_110590211_MACS_peak_25884 0.9286 0.0000 0.0714
chr5_110602871_110603071_MACS_peak_25885 0.9821 0.0000 0.0179
chr5_110653032_110653637_MACS_peak_15136 0.6071 0.1607 0.2321
chr5_110653141_110653589_MACS_peak_25887 0.6250 0.1786 0.1964
chr5_110655528_110655728_MACS_peak_25888 0.8750 0.0179 0.1071
chr5_110719915_110720123_MACS_peak_25889 0.0536 0.1071 0.8393
chr5_110739455_110739720_MACS_peak_25890 0.9643 0.0179 0.0179
chr5_110780235_110780435_MACS_peak_15139 0.9107 0.0536 0.0357
chr5_110780428_110780798_MACS_peak_25893 0.7500 0.1071 0.1429
chr5_110780504_110780724_MACS_peak_15140 0.7679 0.1250 0.1071
chr5_110787760_110788051_MACS_peak_25894 0.8393 0.0536 0.1071
chr5_110808255_110808516_MACS_peak_25895 0.8393 0.0536 0.1071
chr5_110839517_110840204_MACS_peak_15142 0.5357 0.0357 0.4286
chr5_110839564_110840121_MACS_peak_25898 0.5536 0.0179 0.4286
chr5_110979647_110979862_MACS_peak_25900 0.9464 0.0179 0.0357
chr5_111006457_111006657_MACS_peak_15144 1.0000 0.0000 0.0000
chr5_111100618_111100992_MACS_peak_25903 0.9107 0.0179 0.0714
chr5_111115659_111116115_MACS_peak_25904 0.8036 0.0179 0.1786
chr5_111160208_111160408_MACS_peak_15146 1.0000 0.0000 0.0000
chr5_111178381_111178581_MACS_peak_15147 0.9643 0.0000 0.0357
chr5_111220693_111221109_MACS_peak_15149 1.0000 0.0000 0.0000
chr5_111330307_111330922_MACS_peak_15150 0.6607 0.0714 0.2679
chr5_111454972_111455172_MACS_peak_15152 1.0000 0.0000 0.0000
chr5_111509117_111509530_MACS_peak_15153 0.7321 0.1071 0.1607
chr5_111509313_111509705_MACS_peak_25909 0.7500 0.0536 0.1964
chr5_111509836_111510223_MACS_peak_25910 0.8214 0.0536 0.1250
chr5_111553408_111553608_MACS_peak_15154 0.9821 0.0179 0.0000
chr5_111774991_111775198_MACS_peak_25913 0.5536 0.3393 0.1071
chr5_111813105_111813339_MACS_peak_25914 0.9821 0.0000 0.0179
chr5_111893010_111893369_MACS_peak_15157 0.9643 0.0357 0.0000
chr5_112083343_112083543_MACS_peak_15158 1.0000 0.0000 0.0000
chr5_112220283_112220643_MACS_peak_25923 0.7857 0.0714 0.1429
chr5_112228843_112229043_MACS_peak_25924 0.4821 0.4643 0.0536
chr5_112231264_112231464_MACS_peak_25925 0.8393 0.1429 0.0179
chr5_112240812_112241068_MACS_peak_15159 0.9464 0.0357 0.0179
chr5_112276199_112276923_MACS_peak_15160 0.2679 0.0714 0.6607
chr5_112276205_112276944_MACS_peak_25927 0.2679 0.0714 0.6607
chr5_112287042_112287298_MACS_peak_25929 0.8393 0.0536 0.1071
chr5_112298531_112299013_MACS_peak_25930 0.6607 0.0714 0.2679
chr5_112324652_112325144_MACS_peak_25931 0.7500 0.0714 0.1786
chr5_112326229_112326518_MACS_peak_25932 0.8214 0.0893 0.0893
chr5_112326261_112326508_MACS_peak_15161 0.8750 0.0893 0.0357
chr5_112342996_112343230_MACS_peak_15162 0.8929 0.0714 0.0357
chr5_112343021_112343436_MACS_peak_25933 0.8393 0.0536 0.1071
chr5_112384869_112385265_MACS_peak_25934 0.7143 0.0536 0.2321
chr5_112433105_112433305_MACS_peak_25936 0.9821 0.0000 0.0179
chr5_112576610_112576840_MACS_peak_25938 0.9286 0.0357 0.0357
chr5_112656400_112656600_MACS_peak_25941 0.9643 0.0179 0.0179
chr5_112756434_112756752_MACS_peak_25942 0.7679 0.0357 0.1964
chr5_113050013_113050269_MACS_peak_25946 0.9821 0.0000 0.0179
chr5_113099686_113099946_MACS_peak_25947 0.8929 0.0357 0.0714
chr5_113137942_113138142_MACS_peak_25950 0.9286 0.0357 0.0357
chr5_113138283_113138540_MACS_peak_15166 0.9286 0.0714 0.0000
chr5_113173442_113173648_MACS_peak_25954 0.9107 0.0179 0.0714
chr5_113180293_113180547_MACS_peak_25955 0.8571 0.0179 0.1250
chr5_113221299_113221499_MACS_peak_25956 0.9464 0.0179 0.0357
chr5_113262190_113262393_MACS_peak_25957 0.5179 0.3750 0.1071
chr5_113283879_113284095_MACS_peak_25958 0.9464 0.0000 0.0536
chr5_113366090_113366290_MACS_peak_25960 0.9464 0.0179 0.0357
chr5_113507857_113508060_MACS_peak_25962 0.7679 0.2143 0.0179
chr5_113507859_113508061_MACS_peak_15169 0.7679 0.2143 0.0179
chr5_113735473_113735984_MACS_peak_25965 0.5536 0.0536 0.3929
chr5_113735474_113735956_MACS_peak_15171 0.5714 0.0536 0.3750
chr5_113771485_113771685_MACS_peak_15172 0.8929 0.0714 0.0357
chr5_113771615_113771822_MACS_peak_25966 0.9286 0.0000 0.0714
chr5_113772624_113772911_MACS_peak_15173 0.7321 0.0714 0.1964
chr5_113776929_113777217_MACS_peak_25968 0.7679 0.0536 0.1786
chr5_113800294_113800494_MACS_peak_25970 0.8929 0.0357 0.0714
chr5_113804263_113804463_MACS_peak_25971 0.8929 0.0536 0.0536
chr5_113832453_113833099_MACS_peak_15174 0.9464 0.0357 0.0179
chr5_113837067_113837285_MACS_peak_25973 0.9107 0.0536 0.0357
chr5_113842511_113842711_MACS_peak_25975 0.9286 0.0179 0.0536
chr5_113854617_113854846_MACS_peak_15175 0.9643 0.0357 0.0000
chr5_113902078_113902278_MACS_peak_15176 0.9821 0.0179 0.0000
chr5_113927176_113927376_MACS_peak_25979 0.5893 0.2857 0.1250
chr5_113937544_113938010_MACS_peak_25981 0.8393 0.0179 0.1429
chr5_114041669_114041933_MACS_peak_25988 0.8929 0.0536 0.0536
chr5_114130598_114131346_MACS_peak_25990 0.5000 0.0714 0.4286
chr5_114130670_114131011_MACS_peak_15180 0.6250 0.1964 0.1786
chr5_114131090_114131318_MACS_peak_15181 0.5893 0.2143 0.1964
chr5_114175635_114176121_MACS_peak_25992 0.7321 0.0714 0.1964
chr5_114190260_114190722_MACS_peak_25994 0.9821 0.0000 0.0179
chr5_114199245_114199470_MACS_peak_15183 0.9643 0.0179 0.0179
chr5_114199386_114199710_MACS_peak_25995 0.9821 0.0179 0.0000
chr5_114213419_114213634_MACS_peak_25996 0.9821 0.0000 0.0179
chr5_114269815_114270015_MACS_peak_25997 0.9286 0.0179 0.0536
chr5_114274082_114274282_MACS_peak_25998 0.7679 0.2143 0.0179
chr5_114347345_114347545_MACS_peak_26002 0.9643 0.0179 0.0179
chr5_114356728_114356940_MACS_peak_15186 0.8929 0.0536 0.0536
chr5_114380318_114380692_MACS_peak_26006 0.6964 0.1071 0.1964
chr5_114380376_114380701_MACS_peak_15187 0.6964 0.1250 0.1786
chr5_114443809_114444404_MACS_peak_26007 0.5000 0.1607 0.3393
chr5_114443829_114444449_MACS_peak_15188 0.5000 0.1429 0.3571
